18:45:52.396 [main] INFO  org.fiap.entities.Colecoes - Create: Colecoes{id=0, nome='Cavaleiros do zodíaco', cards=[]}
19:18:07.019 [main] INFO  org.fiap.entities.Card - Create: Card{superTrunfo=false, cod_card='A3', collectionsId=2, nome='asdasdadfffasd', nomeDeCavaleiro='Seiya de Pégaso', grupoDeCavaleiros='Bronze', soco=100, chute=100, tecnica=500, conhecimento=500, forca=800}
19:18:07.282 [main] INFO  org.fiap.entities.Card - Read: null
19:18:10.363 [grizzly-http-server-12] INFO  org.fiap.entities.Colecoes - ReadAll: [Colecoes{id=1, nome='Cavaleiros do zodíaco', cards=null}, Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}]
19:18:13.758 [grizzly-http-server-13] INFO  org.fiap.entities.Colecoes - Read: Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}
19:18:29.089 [grizzly-http-server-13] INFO  org.fiap.entities.Colecoes - Read: Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}
19:18:34.805 [grizzly-http-server-14] INFO  org.fiap.entities.Colecoes - ReadAll: [Colecoes{id=1, nome='Cavaleiros do zodíaco', cards=null}, Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}]
19:19:08.666 [grizzly-http-server-15] INFO  org.fiap.entities.Colecoes - ReadAll: [Colecoes{id=1, nome='Cavaleiros do zodíaco', cards=null}, Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}]
19:19:18.675 [grizzly-http-server-0] INFO  org.fiap.entities.Colecoes - Create: Colecoes{id=0, nome='Cavaleiros do Zodíacooo 167', cards=null}
19:19:25.138 [grizzly-http-server-1] INFO  org.fiap.entities.Colecoes - Read: Colecoes{id=3, nome='Cavaleiros do Zodíacooo 167', cards=null}
19:19:27.769 [grizzly-http-server-2] INFO  org.fiap.entities.Colecoes - Read: Colecoes{id=3, nome='Cavaleiros do Zodíacooo 167', cards=null}
19:19:27.999 [grizzly-http-server-2] INFO  org.fiap.entities.Colecoes - Read: Colecoes{id=3, nome='Cavaleiros do Zodíacooo 167', cards=null}
19:19:28.470 [grizzly-http-server-2] INFO  org.fiap.entities.Colecoes - Delete: Colecoes{id=3, nome='Cavaleiros do Zodíacooo 167', cards=null}
19:19:30.804 [grizzly-http-server-3] INFO  org.fiap.entities.Colecoes - ReadAll: [Colecoes{id=1, nome='Cavaleiros do zodíaco', cards=null}, Colecoes{id=2, nome='Cavaleiros do zodíaco 2', cards=null}]
